"","x_bar","y_bar","gamma","true_n","n","error_AB","error_BC"
"5103",50,50,10,1,4.7,0.257125033518763,-0.00570653370336201
"5104",10,10,0.1,2,4.7,0.687974272454842,-0.249626182684925
"5105",100,10,0.1,2,4.7,0.789154712855923,-0.246390540582443
"5106",50,10,0.1,2,4.7,0.777339867883068,-0.248281567619242
"5107",10,10,1,2,4.7,0.58993249207981,-0.153074650404691
"5108",100,10,1,2,4.7,0.75912929783153,-0.151293864105973
"5109",50,10,1,2,4.7,0.735124355707095,-0.151546509183194
"5110",10,10,10,2,4.7,0.273446771189259,-0.0352813194123528
"5111",100,10,10,2,4.7,0.653689621759901,-0.0337581521450973
"5112",50,10,10,2,4.7,0.565255387782554,-0.0338926308556365
"5113",10,100,0.1,2,4.7,0.303984507548178,-0.0367339575225209
"5114",100,100,0.1,2,4.7,0.691041378916317,-0.0322851802398134
"5115",50,100,0.1,2,4.7,0.60407658219917,-0.0327957041304042
"5116",10,100,1,2,4.7,0.200268522098713,-0.0219281633709767
"5117",100,100,1,2,4.7,0.618467738458642,-0.019191828753446
"5118",50,100,1,2,4.7,0.500790293865783,-0.0200140483882177
"5119",10,100,10,2,4.7,0.0464463321572431,-0.00438480018398443
"5120",100,100,10,2,4.7,0.301573985054151,-0.00444990760761043
"5121",50,100,10,2,4.7,0.184934029387107,-0.00431796786547513
"5122",10,50,0.1,2,4.7,0.43977743051637,-0.0665191504665817
"5123",100,50,0.1,2,4.7,0.742477508366343,-0.0614491193338827
"5124",50,50,0.1,2,4.7,0.689287485384034,-0.0619957701243045
"5125",10,50,1,2,4.7,0.316867726743826,-0.0402542502117837
"5126",100,50,1,2,4.7,0.692562062980734,-0.035917630786612
"5127",50,50,1,2,4.7,0.613155834254101,-0.0371429730126108
"5128",10,50,10,2,4.7,0.0850335608047831,-0.00851710603414224
"5129",100,50,10,2,4.7,0.435491881058705,-0.00794674691593503
"5130",50,50,10,2,4.7,0.297591960382878,-0.00846968885902589
"5131",10,10,0.1,3,4.7,0.448556307143097,-0.267879092310566
"5132",100,10,0.1,3,4.7,0.484810084779529,-0.27097610521329
"5133",50,10,0.1,3,4.7,0.479911905683792,-0.270650633453828
"5134",10,10,1,3,4.7,0.387476151553193,-0.164321163397364
"5135",100,10,1,3,4.7,0.454493549985822,-0.16843379753301
"5136",50,10,1,3,4.7,0.444726838987157,-0.16812600354671
"5137",10,10,10,3,4.7,0.219801326089782,-0.0383680270576509
"5138",100,10,10,3,4.7,0.404019263881768,-0.0389834828476098
"5139",50,10,10,3,4.7,0.370108160030304,-0.0399551901502747
"5140",10,100,0.1,3,4.7,0.23025864705508,-0.036257019106766
"5141",100,100,0.1,3,4.7,0.409022466124376,-0.0347301282842963
"5142",50,100,0.1,3,4.7,0.375996196827991,-0.0349943774500095
"5143",10,100,1,3,4.7,0.162086997685525,-0.0214352071877737
"5144",100,100,1,3,4.7,0.37888553934684,-0.020684847350068
"5145",50,100,1,3,4.7,0.329513445476065,-0.0207463148836351
"5146",10,100,10,3,4.7,0.0425389167403768,-0.00425886644687003
"5147",100,100,10,3,4.7,0.225960735695859,-0.0044367378810288
"5148",50,100,10,3,4.7,0.151845914625067,-0.00436130783136046
"5149",10,50,0.1,3,4.7,0.308568286104414,-0.0676751725254593
"5150",100,50,0.1,3,4.7,0.432890443841595,-0.0670526065183916
"5151",50,50,0.1,3,4.7,0.414565233455873,-0.067602215052553
"5152",10,50,1,3,4.7,0.237993255709271,-0.0403061174354809
"5153",100,50,1,3,4.7,0.41006094502224,-0.0391148415632156
"5154",50,50,1,3,4.7,0.379795234677817,-0.0399761767169118
"5155",10,50,10,3,4.7,0.0760777102976085,-0.00838494495334092
"5156",100,50,10,3,4.7,0.299102657820749,-0.00845540074877028
"5157",50,50,10,3,4.7,0.225243097912968,-0.00863705907651061
"5158",10,10,0.1,4,4.7,0.187628071073463,-0.159403775696499
"5159",100,10,0.1,4,4.7,0.199052493959534,-0.16385566155394
"5160",50,10,0.1,4,4.7,0.197700904694449,-0.165445565033144
"5161",10,10,1,4,4.7,0.158279141756823,-0.0985726652299012
"5162",100,10,1,4,4.7,0.179519984224299,-0.103398967565509
"5163",50,10,1,4,4.7,0.175563839338842,-0.103139010576286
"5164",10,10,10,4,4.7,0.103485165205435,-0.0253296895312413
"5165",100,10,10,4,4.7,0.15977105139375,-0.0264284054939797
"5166",50,10,10,4,4.7,0.150624438142225,-0.0263305464133998
"5167",10,100,0.1,4,4.7,0.103742363361937,-0.0213062966818774
"5168",100,100,0.1,4,4.7,0.156852835228032,-0.0212878901042197
"5169",50,100,0.1,4,4.7,0.148293267419239,-0.0213924810791473
"5170",10,100,1,4,4.7,0.0760565645084486,-0.0122619161774421
"5171",100,100,1,4,4.7,0.147369184537698,-0.012529970734093
"5172",50,100,1,4,4.7,0.133463727927692,-0.0124386784678947
"5173",10,100,10,4,4.7,0.0221875945177234,-0.00221914889541555
"5174",100,100,10,4,4.7,0.100893231965773,-0.0026983280344978
"5175",50,100,10,4,4.7,0.0715942281924464,-0.00260388735048032
"5176",10,50,0.1,4,4.7,0.132184724289727,-0.0406528408374054
"5177",100,50,0.1,4,4.7,0.166473822620599,-0.0414702030497053
"5178",50,50,0.1,4,4.7,0.161601905357603,-0.0413823654406979
"5179",10,50,1,4,4.7,0.106059884071395,-0.0240452015246924
"5180",100,50,1,4,4.7,0.157483137295984,-0.0241001322571446
"5181",50,50,1,4,4.7,0.149363323140598,-0.024337638548231
"5182",10,50,10,4,4.7,0.0393326994504424,-0.00483824671178777
"5183",100,50,10,4,4.7,0.125691499349221,-0.00535506829118254
"5184",50,50,10,4,4.7,0.100308875903853,-0.00530740662853034
"5185",10,10,0.1,1,4.8,0.861311891972074,-0.153772411270235
"5186",100,10,0.1,1,4.8,1.17611640212964,-0.139937403215116
"5187",50,10,0.1,1,4.8,1.12973819089117,-0.14194383733832
"5188",10,10,1,1,4.8,0.689788053213091,-0.0970720565872155
"5189",100,10,1,1,4.8,1.1366439699499,-0.0843303134236754
"5190",50,10,1,1,4.8,1.06039283225054,-0.0860245979784471
"5191",10,10,10,1,4.8,0.232509062249025,-0.0234726918851629
"5192",100,10,10,1,4.8,0.860007126593159,-0.0189980436689102
"5193",50,10,10,1,4.8,0.662134498469685,-0.0201842159027002
"5194",10,100,0.1,1,4.8,0.267620293066611,-0.0262516472118957
"5195",100,100,0.1,1,4.8,0.939592601475967,-0.019699457638583
"5196",50,100,0.1,1,4.8,0.733024858428069,-0.0210559695910829
"5197",10,100,1,1,4.8,0.162686925153416,-0.0157053184698032
"5198",100,100,1,1,4.8,0.766904370108567,-0.0119101594050426
"5199",50,100,1,1,4.8,0.54088346979287,-0.0133790043529237
"5200",10,100,10,1,4.8,0.0332395141311985,-0.0030434684781147
"5201",100,100,10,1,4.8,0.268849076219026,-0.003168168612384
"5202",50,100,10,1,4.8,0.14770477141114,-0.00301753998759118
"5203",10,50,0.1,1,4.8,0.43705245448106,-0.0465359893618108
"5204",100,50,0.1,1,4.8,1.07904493387152,-0.035566981240407
"5205",50,50,0.1,1,4.8,0.928304989513751,-0.0381340504513846
"5206",10,50,1,1,4.8,0.283695023547527,-0.0285013286636072
"5207",100,50,1,1,4.8,0.950229867693654,-0.0214564042527412
"5208",50,50,1,1,4.8,0.75373390018001,-0.0230476364466708
"5209",10,50,10,1,4.8,0.0626926942728627,-0.00576647171708259
"5210",100,50,10,1,4.8,0.439957888283312,-0.00509147258098811
"5211",50,50,10,1,4.8,0.262949940541262,-0.00584106882137567
"5212",10,10,0.1,2,4.8,0.704644783644888,-0.257357011954467
"5213",100,10,0.1,2,4.8,0.806728269647792,-0.253982607966861
"5214",50,10,0.1,2,4.8,0.794854354022293,-0.255939592979141
"5215",10,10,1,2,4.8,0.605122618952726,-0.157877103494095
"5216",100,10,1,2,4.8,0.776222718097936,-0.155993266585953
"5217",50,10,1,2,4.8,0.752018516751043,-0.156251344104077
"5218",10,10,10,2,4.8,0.28201470859507,-0.0364486603254167
"5219",100,10,10,2,4.8,0.669542888088784,-0.0348112553201472
"5220",50,10,10,2,4.8,0.579907817573905,-0.0349621133548727
"5221",10,100,0.1,2,4.8,0.313469827669684,-0.0379676418570776
"5222",100,100,0.1,2,4.8,0.707569637794426,-0.0333475856893834
"5223",50,100,0.1,2,4.8,0.619494590969942,-0.0338755783079991
"5224",10,100,1,2,4.8,0.20687719412571,-0.0226771138653864
"5225",100,100,1,2,4.8,0.634029099067768,-0.019814323204335
"5226",50,100,1,2,4.8,0.514540730220875,-0.0206716155475428
"5227",10,100,10,2,4.8,0.0480835278580722,-0.00454538867158817
"5228",100,100,10,2,4.8,0.310929649228743,-0.00459176277038251
"5229",50,100,10,2,4.8,0.191089745275504,-0.00446592250168749
"5230",10,50,0.1,2,4.8,0.452337054784545,-0.0686972054784343
"5231",100,50,0.1,2,4.8,0.75951836107048,-0.06345619432901
"5232",50,50,0.1,2,4.8,0.705779713911716,-0.0640148004877142
"5233",10,50,1,2,4.8,0.326623696941006,-0.0415879719909657
"5234",100,50,1,2,4.8,0.708988692755595,-0.0370736689721209
"5235",50,50,1,2,4.8,0.628618822558917,-0.0383438497660334
"5236",10,50,10,2,4.8,0.0880016525850781,-0.00882217617036312
"5237",100,50,10,2,4.8,0.447821989275403,-0.0082063744720202
"5238",50,50,10,2,4.8,0.306805661053635,-0.00874311591002032
"5239",10,10,0.1,3,4.8,0.469841802241878,-0.282063871970915
"5240",100,10,0.1,3,4.8,0.507198875215799,-0.285213145599522
"5241",50,10,0.1,3,4.8,0.502166470919833,-0.28488311048931
"5242",10,10,1,3,4.8,0.40645779706533,-0.173212229524388
"5243",100,10,1,3,4.8,0.475619080336953,-0.177384355803009
"5244",50,10,1,3,4.8,0.465630087310807,-0.177119763221054
"5245",10,10,10,3,4.8,0.231541802155114,-0.0405152356682076
"5246",100,10,10,3,4.8,0.4232569638382,-0.0410902216777046
"5247",50,10,10,3,4.8,0.388215530223815,-0.0421429050720894
"5248",10,100,0.1,3,4.8,0.242218811955712,-0.0382478921103642
"5249",100,100,0.1,3,4.8,0.428062850272174,-0.0366117702900516
"5250",50,100,0.1,3,4.8,0.393888364680766,-0.0368965928294053
"5251",10,100,1,3,4.8,0.170845467912582,-0.0226266658219587
"5252",100,100,1,3,4.8,0.396818746200666,-0.0218018182403633
"5253",50,100,1,3,4.8,0.345626938604009,-0.0218758199688476
"5254",10,100,10,3,4.8,0.0449439462277812,-0.00450826128658886
"5255",100,100,10,3,4.8,0.237653277820445,-0.00467361761304383
"5256",50,100,10,3,4.8,0.160038549608783,-0.00460159622202408
"5257",10,50,0.1,3,4.8,0.323923831817751,-0.0713499687085439
"5258",100,50,0.1,3,4.8,0.452852061058907,-0.0706688544954825
"5259",50,50,0.1,3,4.8,0.433929684538061,-0.0712582234348716
"5260",10,50,1,3,4.8,0.250341019134773,-0.0425203660778789
"5261",100,50,1,3,4.8,0.429100951837117,-0.0412079639444173
"5262",50,50,1,3,4.8,0.39781871239924,-0.0421308216880213
"5263",10,50,10,3,4.8,0.0803645128480514,-0.00886527513847526
"5264",100,50,10,3,4.8,0.313929513571365,-0.00891784437633463
"5265",50,50,10,3,4.8,0.236921216171047,-0.00910348195101458
"5266",10,10,0.1,4,4.8,0.212943711299188,-0.181582776573209
"5267",100,10,0.1,4,4.8,0.225445095228368,-0.18639374039147
"5268",50,10,0.1,4,4.8,0.224058047922102,-0.188330587341718
"5269",10,10,1,4,4.8,0.180524197959101,-0.112781514633727
"5270",100,10,1,4,4.8,0.203789979391243,-0.11787605242956
"5271",50,10,1,4,4.8,0.199676132002488,-0.117746091214043
"5272",10,10,10,4,4.8,0.11815234700712,-0.0289781070789186
"5273",100,10,10,4,4.8,0.181778672523113,-0.0302078238292404
"5274",50,10,10,4,4.8,0.171507299419177,-0.0301209684844585
"5275",10,100,0.1,4,4.8,0.117655048661554,-0.0242429510352906
"5276",100,100,0.1,4,4.8,0.177408949500116,-0.0242268938693175
"5277",50,100,0.1,4,4.8,0.16782674433515,-0.0243455036188843
"5278",10,100,1,4,4.8,0.0865566973122656,-0.0139908819310381
"5279",100,100,1,4,4.8,0.166752227838465,-0.0142616267297579
"5280",50,100,1,4,4.8,0.151191710447179,-0.0141650446667688
"5281",10,100,10,4,4.8,0.0253240934928914,-0.00256661896608041
"5282",100,100,10,4,4.8,0.114344590125928,-0.00306198222772597
"5283",50,100,10,4,4.8,0.0814482248055058,-0.00296065030324727
"5284",10,50,0.1,4,4.8,0.149732414476028,-0.0462502202318197
"5285",100,50,0.1,4,4.8,0.188307269750428,-0.0471946349562629
"5286",50,50,0.1,4,4.8,0.182863556451795,-0.0471102704094994
"5287",10,50,1,4,4.8,0.120453679931077,-0.0273889992925701
"5288",100,50,1,4,4.8,0.17814127783252,-0.0274054093412858
"5289",50,50,1,4,4.8,0.169112435476433,-0.0276921169844355
"5290",10,50,10,4,4.8,0.0448437329387319,-0.00553430886572229
"5291",100,50,10,4,4.8,0.142362690832634,-0.00609170694701555
"5292",50,50,10,4,4.8,0.113918584222797,-0.00603460955524852
"5293",10,10,0.1,1,4.9,0.87279723528421,-0.156923191101464
"5294",100,10,0.1,1,4.9,1.18744944446392,-0.142969980047432
"5295",50,10,0.1,1,4.9,1.14124009032112,-0.144989976412548
"5296",10,10,1,1,4.9,0.700435384252415,-0.0990569731813448
"5297",100,10,1,1,4.9,1.14811543444184,-0.0861423444236852
"5298",50,10,1,1,4.9,1.07204974903741,-0.0878515349669203
"5299",10,10,10,1,4.9,0.23734956737502,-0.0239789492416574
"5300",100,10,10,1,4.9,0.871592453350012,-0.0193941800242255
"5301",50,10,10,1,4.9,0.672609104629726,-0.0205985835913546
"5302",10,100,0.1,1,4.9,0.273584146422353,-0.0268672091876677
"5303",100,100,0.1,1,4.9,0.952318316700517,-0.0201655236779476
"5304",50,100,0.1,1,4.9,0.744898486484478,-0.021540853587754
"5305",10,100,1,1,4.9,0.166532432358304,-0.0160892619373848
"5306",100,100,1,1,4.9,0.778995047682657,-0.0121845625701017
"5307",50,100,1,1,4.9,0.551037696839233,-0.0136837679340178
"5308",10,100,10,1,4.9,0.0340757081261972,-0.0031230684985936
"5309",100,100,10,1,4.9,0.274816256219438,-0.00324049488285444
"5310",50,100,10,1,4.9,0.151246375330532,-0.00308843003423632
"5311",10,50,0.1,1,4.9,0.445669027522275,-0.0475800638696733
"5312",100,50,0.1,1,4.9,1.0915068501203,-0.0364133821251096
"5313",50,50,0.1,1,4.9,0.940831784537605,-0.0390150928634256
"5314",10,50,1,1,4.9,0.289875228791823,-0.0291611506494952
"5315",100,50,1,1,4.9,0.962765124055388,-0.0219483109690459
"5316",50,50,1,1,4.9,0.765567415766923,-0.0235678241996563
"5317",10,50,10,1,4.9,0.0642394808788765,-0.00591376636900446
"5318",100,50,10,1,4.9,0.448613935882842,-0.0052094496391491
"5319",50,50,10,1,4.9,0.268726505227114,-0.00597489752372624
"5320",10,10,0.1,2,4.9,0.720912699081377,-0.265008020960805
"5321",100,10,0.1,2,4.9,0.823811574011407,-0.261495256483644
"5322",50,10,0.1,2,4.9,0.811888384609566,-0.263518060479345
"5323",10,10,1,2,4.9,0.619985308821766,-0.162634387333996
"5324",100,10,1,2,4.9,0.792848250142766,-0.160649196898356
"5325",50,10,1,2,4.9,0.768462793812697,-0.160911393557406
"5326",10,10,10,2,4.9,0.290489608282068,-0.0376079232864063
"5327",100,10,10,2,4.9,0.685013262670898,-0.0358555385685343
"5328",50,10,10,2,4.9,0.59425076483679,-0.036022608103016
"5329",10,100,0.1,2,4.9,0.322848986151052,-0.0391941068039057
"5330",100,100,0.1,2,4.9,0.723685059287472,-0.0344038386913321
"5331",50,100,0.1,2,4.9,0.634574212422055,-0.0349490674527616
"5332",10,100,1,2,4.9,0.213435576676768,-0.0234223135172983
"5333",100,100,1,2,4.9,0.649239524815526,-0.0204328287927118
"5334",50,100,1,2,4.9,0.528038221726524,-0.0213248654564643
"5335",10,100,10,2,4.9,0.0497173505789258,-0.00470565513803306
"5336",100,100,10,2,4.9,0.320178929896096,-0.00473275766214644
"5337",50,100,10,2,4.9,0.197201180841771,-0.00461315978386821
"5338",10,50,0.1,2,4.9,0.464694858484147,-0.0708602671749511
"5339",100,50,0.1,2,4.9,0.776102591136043,-0.0654505984846288
"5340",50,50,0.1,2,4.9,0.721860422667191,-0.0660204960616632
"5341",10,50,1,2,4.9,0.336262903777649,-0.0429129131912515
"5342",100,50,1,2,4.9,0.724998634061097,-0.0382214785109658
"5343",50,50,1,2,4.9,0.643733650967317,-0.0395363049326935
"5344",10,50,10,2,4.9,0.0909586759286165,-0.00912629059705988
"5345",100,50,10,2,4.9,0.4599507832271,-0.0084641030382197
"5346",50,50,10,2,4.9,0.315913355835353,-0.0090147865848991
"5347",10,10,0.1,3,4.9,0.490663372944484,-0.29608442057753
"5348",100,10,0.1,3,4.9,0.529050365551037,-0.299278602706763
"5349",50,10,0.1,3,4.9,0.523892182812948,-0.298943696381326
"5350",10,10,1,3,4.9,0.425060224763413,-0.182019049095028
"5351",100,10,1,3,4.9,0.496241981325071,-0.18624120871716
"5352",50,10,1,3,4.9,0.486047891699165,-0.186022214089305
"5353",10,10,10,3,4.9,0.243152726881959,-0.0426499274914828
"5354",100,10,10,3,4.9,0.442073324958447,-0.0431787642888499
"5355",50,10,10,3,4.9,0.405966874925633,-0.044314439573962
"5356",10,100,0.1,3,4.9,0.254027466205431,-0.0402261954719367
"5357",100,100,0.1,3,4.9,0.446667018026293,-0.0384791328370841
"5358",50,100,0.1,3,4.9,0.411404008343448,-0.0387847829431995
"5359",10,100,1,3,4.9,0.179523774916819,-0.0238113912734953
"5360",100,100,1,3,4.9,0.414366137816934,-0.0229096414012952
"5361",50,100,1,3,4.9,0.361438418955526,-0.0229964838605631
"5362",10,100,10,3,4.9,0.0473433808619834,-0.00475713847328235
"5363",100,100,10,3,4.9,0.249193442393211,-0.00490877931093205
"5364",50,100,10,3,4.9,0.168159496818892,-0.00484054126882056
"5365",10,50,0.1,3,4.9,0.339023837123352,-0.0749975275264034
"5366",100,50,0.1,3,4.9,0.472338440358891,-0.0742556875676173
"5367",50,50,0.1,3,4.9,0.452855214833231,-0.0748853774115583
"5368",10,50,1,3,4.9,0.262525336342233,-0.0447191571776714
"5369",100,50,1,3,4.9,0.4477004101802,-0.0432829866141792
"5370",50,50,1,3,4.9,0.415457664546922,-0.0442679652208889
"5371",10,50,10,3,4.9,0.0846333972771242,-0.00934405179791674
"5372",100,50,10,3,4.9,0.328503657611465,-0.0093765388098678
"5373",50,50,10,3,4.9,0.24844886890207,-0.00956654037242308
"5374",10,10,0.1,4,4.9,0.237796041340181,-0.203528092001834
"5375",100,10,0.1,4,4.9,0.251318279477195,-0.208683256790293
"5376",50,10,0.1,4,4.9,0.249905095351199,-0.210979233626256
"5377",10,10,1,4,4.9,0.202383655349555,-0.126865896470704
"5378",100,10,1,4,4.9,0.227577390920427,-0.132215919625967
"5379",50,10,1,4,4.9,0.223320936068227,-0.132218761161342
"5380",10,10,10,4,4.9,0.132668967197253,-0.0326116106947924
"5381",100,10,10,4,4.9,0.203373164126343,-0.0339603950923408
"5382",50,10,10,4,4.9,0.192027778977398,-0.0338865229928035
"5383",10,100,0.1,4,4.9,0.131386715458611,-0.0271604197626604
"5384",100,100,0.1,4,4.9,0.197543769546459,-0.0271421332972822
"5385",50,100,0.1,4,4.9,0.186983581810187,-0.0272753391024335
"5386",10,100,1,4,4.9,0.0969528242662408,-0.0157095599929865
"5387",100,100,1,4,4.9,0.18575202320769,-0.015978209598112
"5388",50,100,1,4,4.9,0.168602576988764,-0.0158768900108676
"5389",10,100,10,4,4.9,0.0284525248811931,-0.00291332155899665
"5390",100,100,10,4,4.9,0.127614186148423,-0.00342276401878973
"5391",50,100,10,4,4.9,0.0912074468280733,-0.00331519666418744
"5392",10,50,0.1,4,4.9,0.167002344328425,-0.0518070430936432
"5393",100,50,0.1,4,4.9,0.209688910279333,-0.0528722168172803
"5394",50,50,0.1,4,4.9,0.203700184170596,-0.0527922868495668
"5395",10,50,1,4,4.9,0.134656173638127,-0.0307098509646504
"5396",100,50,1,4,4.9,0.19837426267546,-0.0306818209293055
"5397",50,50,1,4,4.9,0.188478102931667,-0.0310179980685705
"5398",10,50,10,4,4.9,0.0503302469503347,-0.00622814064653534
"5399",100,50,10,4,4.9,0.158759165504329,-0.00682217983579214
"5400",50,50,10,4,4.9,0.127349605856451,-0.00675640517727018
"5401",10,10,0.1,1,5,0.884007289057782,-0.160045129196446
"5402",100,10,0.1,1,5,1.19843054127804,-0.145978960336814
"5403",50,10,0.1,1,5,1.15239659617965,-0.148011709550724
"5404",10,10,1,1,5,0.710868251807783,-0.101024064775362
"5405",100,10,1,1,5,1.15924013226557,-0.0879412812899474
"5406",50,10,1,1,5,1.08337437962174,-0.0896648600180825
"5407",10,10,10,1,5,0.242143378110605,-0.0244812094825443
"5408",100,10,10,1,5,0.88290072062259,-0.0197874883440241
"5409",50,10,10,1,5,0.682880067937361,-0.0210093620605124
"5410",10,100,0.1,1,5,0.279501353180324,-0.0274796159899307
"5411",100,100,0.1,1,5,0.964731929279378,-0.020630117966872
"5412",50,100,0.1,1,5,0.756540623467399,-0.0220236598297206
"5413",10,100,1,1,5,0.170358444271462,-0.0164717169707034
"5414",100,100,1,1,5,0.790840722814969,-0.0124578605399124
"5415",50,100,1,1,5,0.561043157116834,-0.0139869533999824
"5416",10,100,10,1,5,0.0349104956945877,-0.0032025356562973
"5417",100,100,10,1,5,0.280737124485396,-0.00331248183453635
"5418",50,100,10,1,5,0.154771000128428,-0.00315904079340528
"5419",10,50,0.1,1,5,0.454177418003558,-0.0486177089250765
"5420",100,50,0.1,1,5,1.10361634791111,-0.0372568119995395
"5421",50,50,0.1,1,5,0.95305074369066,-0.0398923608764977
"5422",10,50,1,1,5,0.296001444340008,-0.0298171679728405
"5423",100,50,1,1,5,0.974984523900551,-0.0224381024920695
"5424",50,50,1,1,5,0.777159272034136,-0.0240853574668319
"5425",10,50,10,1,5,0.0657815098864298,-0.00606062859023659
"5426",100,50,10,1,5,0.457160702815563,-0.00532674544480088
"5427",50,50,10,1,5,0.274455357074457,-0.00610803168142523
"5428",10,10,0.1,2,5,0.736792674285804,-0.272581187411443
"5429",100,10,0.1,2,5,0.840425120947605,-0.268930494493747
"5430",50,10,0.1,2,5,0.828461721953282,-0.271019033222088
"5431",10,10,1,2,5,0.634531442361027,-0.167347771660351
"5432",100,10,1,2,5,0.809025353071461,-0.165263038945017
"5433",50,10,1,2,5,0.784475318783978,-0.16552798461542
"5434",10,10,10,2,5,0.298873241600232,-0.0387592896656648
"5435",100,10,10,2,5,0.700114985809604,-0.036891346282773
"5436",50,10,10,2,5,0.608294432301736,-0.0370744366407347
"5437",10,100,0.1,2,5,0.332123758283052,-0.040413504210214
"5438",100,100,0.1,2,5,0.739402926810314,-0.0354541483004198
"5439",50,100,0.1,2,5,0.649326482908948,-0.0360163776335036
"5440",10,100,1,2,5,0.219944247421299,-0.0241638227345883
"5441",100,100,1,2,5,0.664110765602175,-0.0210474807001724
"5442",50,100,1,2,5,0.541289706705325,-0.0219739298251073
"5443",10,100,10,2,5,0.051347813370899,-0.00486560114395104
"5444",100,100,10,2,5,0.329323645085224,-0.00487291191510527
"5445",50,100,10,2,5,0.203268825726877,-0.00475969124522243
"5446",10,50,0.1,2,5,0.476855682898099,-0.073008705564701
"5447",100,50,0.1,2,5,0.792248347674783,-0.067432738478279
"5448",50,50,0.1,2,5,0.737544837766258,-0.0680132626836102
"5449",10,50,1,2,5,0.345787463719551,-0.0442292628129013
"5450",100,50,1,2,5,0.740607569578593,-0.0393613302569593
"5451",50,50,1,2,5,0.658512011903728,-0.0407206102327218
"5452",10,50,10,2,5,0.0939047118857382,-0.00942945879548629
"5453",100,50,10,2,5,0.471883204938535,-0.00871998844686448
"5454",50,50,10,2,5,0.324916901627334,-0.00928474153876805
"5455",10,10,0.1,3,5,0.511035134218252,-0.309943018850365
"5456",100,10,0.1,3,5,0.55038285525875,-0.313175195065092
"5457",50,10,0.1,3,5,0.545106850950521,-0.312835038817296
"5458",10,10,1,3,5,0.443294652775082,-0.190743443042237
"5459",100,10,1,3,5,0.516379759147739,-0.195006564544202
"5460",50,10,1,3,5,0.505996852693636,-0.194835528485267
"5461",10,10,10,3,5,0.254636360486247,-0.0447724058186828
"5462",100,10,10,3,5,0.460482182085717,-0.0452497351444538
"5463",50,10,10,3,5,0.423372941753808,-0.0464704212757472
"5464",10,100,0.1,3,5,0.2656874625711,-0.042192217814353
"5465",100,100,0.1,3,5,0.464849769412737,-0.0403326791193778
"5466",50,100,0.1,3,5,0.428554886727914,-0.0406593883872757
"5467",10,100,1,3,5,0.188123014354528,-0.0249895085484864
"5468",100,100,1,3,5,0.431540034643441,-0.0240086167733178
"5469",50,100,1,3,5,0.376956307008481,-0.0241085745746194
"5470",10,100,10,3,5,0.0497372436125937,-0.00500550151897594
"5471",100,100,10,3,5,0.260584201083411,-0.0051422669252542
"5472",50,100,10,3,5,0.176209707904006,-0.00507816930468792
"5473",10,50,0.1,3,5,0.35387455160267,-0.0786185049849973
"5474",100,50,0.1,3,5,0.491366254982794,-0.077813981832131
"5475",50,50,0.1,3,5,0.471356527056155,-0.0784845344936291
"5476",10,50,1,3,5,0.274549441264403,-0.0469028460977045
"5477",100,50,1,3,5,0.465874411814992,-0.0453404873294409
"5478",50,50,1,3,5,0.432724310751864,-0.0463881711846786
"5479",10,50,10,3,5,0.0888844940945842,-0.00982129325902869
"5480",100,50,10,3,5,0.34283154839993,-0.00983160014374692
"5481",50,50,10,3,5,0.259828976611288,-0.0100263200170115
"5482",10,10,0.1,4,5,0.262194898242196,-0.225237432148981
"5483",100,10,0.1,4,5,0.276684503349697,-0.230722308710254
"5484",50,10,0.1,4,5,0.275254275302231,-0.233389478231199
"5485",10,10,1,4,5,0.223866380516306,-0.1408263328137
"5486",100,10,1,4,5,0.250895232106718,-0.146419693517795
"5487",50,10,1,4,5,0.246510600209561,-0.146557888123287
"5488",10,10,10,4,5,0.147037155694694,-0.0362305639618471
"5489",100,10,10,4,5,0.224565767746656,-0.0376869411805034
"5490",50,10,10,4,5,0.212194977329163,-0.037627953582596
"5491",10,100,0.1,4,5,0.144940830650571,-0.0300591219106702
"5492",100,100,0.1,4,5,0.217270062127955,-0.0300342986509438
"5493",50,100,0.1,4,5,0.20577452406411,-0.0301826410457241
"5494",10,100,1,4,5,0.107246476595913,-0.0174181505902953
"5495",100,100,1,4,5,0.204379816086187,-0.0176801718350349
"5496",50,100,1,4,5,0.185704742046918,-0.0175746210601878
"5497",10,100,10,4,5,0.0315729219684426,-0.00325926291909749
"5498",100,100,10,4,5,0.140705689186663,-0.0037807469816685
"5499",50,100,10,4,5,0.100873266353704,-0.0036675728009383
"5500",10,50,0.1,4,5,0.184000844220043,-0.0573241189959888
"5501",100,50,0.1,4,5,0.230632376352993,-0.0585040913954371
"5502",50,50,0.1,4,5,0.224124184341169,-0.0584295113258066
"5503",10,50,1,4,5,0.148671124741262,-0.0340082681636731
"5504",100,50,1,4,5,0.218195018655263,-0.0339301998602462
"5505",50,50,1,4,5,0.207471318761355,-0.0343160773964199
"5506",10,50,10,4,5,0.0557924151595844,-0.00691977181462048
"5507",100,50,10,4,5,0.174887689341037,-0.00754667021767148
"5508",50,50,10,4,5,0.140605443915644,-0.00747293128216996
"5509",10,10,0.1,1,5.1,0.894952382723276,-0.163138914695726
"5510",100,10,0.1,1,5.1,1.20907637365984,-0.148964800625684
"5511",50,10,0.1,1,5.1,1.16322357018364,-0.151009519414122
"5512",10,10,1,1,5.1,0.721093570863612,-0.102973785666309
"5513",100,10,1,1,5.1,1.17003408614901,-0.0897274244107255
